,Date,Open,High,Low,Close,Company,Adj Close,Volume
0,2023-03-16,180.369995,185.809998,178.839996,184.130005,3,184.130005,121136800
1,2023-03-17,184.520004,186.220001,177.330002,180.130005,3,180.130005,132936600
